Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A) 9,Total - Gender,Men+ 10,Women+ 11
"72010 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",485,470,20
"72011 Contractors and supervisors, electrical trades and telecommunications occupations",890,855,35
"72012 Contractors and supervisors, pipefitting trades",330,310,20
"72013 Contractors and supervisors, carpentry trades",580,560,25
"72014 Contractors and supervisors, other construction trades, installers, repairers and servicers","1,595","1,515",80
"7202 Contractors and supervisors, technical maintenance trades and heavy equipment and transport operators","3,950","3,325",630
"72020 Contractors and supervisors, mechanic trades",950,930,20
"72021 Contractors and supervisors, heavy equipment operator crews","2,045","1,965",80
"72022 Supervisors, printing and related occupations",15,15,0
"72023 Supervisors, railway transport operations",90,85,0
"72024 Supervisors, motor transport and other ground transit operators",360,260,105
"72025 Supervisors, mail and message distribution occupations",490,70,420
721 Technical industrial trades,"6,960","6,750",210
"7210 Machining, metal forming, shaping and erecting trades","6,960","6,750",210
72100 Machinists and machining and tooling inspectors,900,890,10
72101 Tool and die makers,55,55,0
72102 Sheet metal workers,515,505,0
72103 Boilermakers,165,155,0
72104 Structural metal and platework fabricators and fitters,160,150,10
72105 Ironworkers,445,435,0
72106 Welders and related machine operators,"4,730","4,555",175
722 Technical electrical trades,"6,260","6,080",180
7220 Technical electrical trades and electrical power line and telecommunications workers,"6,260","6,080",180
72200 Electricians (except industrial and power system),"3,320","3,255",70
72201 Industrial electricians,"1,050","1,030",20
72202 Power system electricians,140,135,0
72203 Electrical power line and cable workers,850,835,15
72204 Telecommunications line and cable installers and repairers,235,235,0
72205 Telecommunications equipment installation and cable television service technicians,660,585,75
723 Technical construction trades,"10,090","9,710",380
"7230 Plumbers, pipefitters and gas fitters","3,300","3,230",70
72300 Plumbers,"2,310","2,285",30
"72301 Steamfitters, pipefitters and sprinkler system installers",795,775,20
72302 Gas fitters,185,175,15
7231 Carpenters and cabinetmakers,"6,190","5,905",280
72310 Carpenters,"5,820","5,575",245
72311 Cabinetmakers,370,330,35
7232 Bricklayers and insulators,595,570,30
72320 Bricklayers,355,340,10
72321 Insulators,240,225,15
724 Technical maintenance trades,"14,110","13,820",295
7240 Machinery and transportation equipment mechanics (except motor vehicles),"6,795","6,670",125
72400 Construction millwrights and industrial mechanics,"2,460","2,405",60
72401 Heavy-duty equipment mechanics,"3,125","3,100",30
"72402 Heating, refrigeration and air conditioning mechanics",580,565,15
72403 Railway carmen/women,185,185,0
72404 Aircraft mechanics and aircraft inspectors,300,275,30
72405 Machine fitters,15,15,0
72406 Elevator constructors and mechanics,130,130,0
7241 Automotive service technicians,"6,800","6,640",155
"72410 Automotive service technicians, truck and bus mechanics and mechanical repairers","5,280","5,200",80
"72411 Auto body collision, refinishing and glass technicians and damage repair estimators","1,515","1,440",75
7242 Small engine and equipment mechanics and related repairers (including electrical components),520,505,15
72420 Oil and solid fuel heating mechanics,15,15,0
72421 Appliance servicers and repairers,170,160,15
72422 Electrical mechanics,70,70,0
"72423 Motorcycle, all-terrain vehicle and other related mechanics",130,130,0
72429 Other small engine and small equipment repairers,135,135,0
725 Technical equipment operation trades,420,410,10
7250 Crane operators and water well drillers,420,410,10
72500 Crane operators,405,390,10
72501 Water well drillers,15,15,0
726 Transportation officers and controllers,625,575,55
7260 Transportation officers and controllers,625,575,55
"72600 Air pilots, flight engineers and flying instructors",445,435,15
72601 Air traffic controllers and related occupations,100,75,20
"72602 Deck officers, water transport",60,40,20
"72603 Engineer officers, water transport",0,0,0
72604 Railway traffic controllers and marine traffic regulators,25,20,0
729 Other technical trades,205,175,30
7299 Other technical trades,205,175,30
72999 Other technical trades and related occupations,205,175,30
73 General trades,"34,775","31,480","3,290"
731 General construction trades,"3,940","3,510",430
"7310 Concrete finishers, tilesetters and plasterers","1,190","1,165",30
73100 Concrete finishers,275,275,0
73101 Tilesetters,140,140,0
"73102 Plasterers, drywall installers and finishers and lathers",770,745,30
"7311 Roofers, glaziers, painters, decorators and floor covering installers","2,745","2,340",400
73110 Roofers and shinglers,835,830,10
73111 Glaziers,225,220,10
73112 Painters and decorators (except interior decorators),"1,245",870,375
73113 Floor covering installers,435,430,10
"732 Building maintenance installers, servicers and repairers","6,505","6,000",505
"7320 Building maintenance installers, servicers and repairers","6,505","6,000",505
73200 Residential and commercial installers and servicers,"1,585","1,515",70
73201 General building maintenance workers and building superintendents,"4,455","4,090",365
73202 Pest controllers and fumigators,195,145,50
73209 Other repairers and servicers,275,255,25
733 Transportation occupations,"18,330","16,290","2,035"
7330 Transport truck and transit drivers,"16,975","14,985","1,990"
73300 Transport truck drivers,"13,530","12,940",595
"73301 Bus drivers, subway operators and other transit operators","3,450","2,050","1,400"
7331 Train crew operating occupations,"1,350","1,305",50
73310 Railway and yard locomotive engineers,605,575,30
73311 Railway conductors and brakemen/women,750,725,20
"734 Operators, drillers and blasters","6,005","5,690",315
"7340 Operators, drillers and blasters","6,005","5,690",315
73400 Heavy equipment operators,"5,620","5,330",290
73401 Printing press operators,180,155,25
"73402 Drillers and blasters - surface mining, quarrying and construction",205,205,0
"74 Mail and message distribution, other transport equipment operators and related maintenance workers","4,905","3,720","1,180"
741 Mail and message distribution occupations,"2,785","1,745","1,035"
7410 Mail and message distribution occupations,"2,785","1,745","1,035"
74100 Mail and parcel sorters and related occupations,620,245,380
74101 Letter carriers,990,550,440
74102 Couriers and messengers,"1,175",960,220
"742 Transport equipment operators, utility maintenance and related workers","2,120","1,975",145
"7420 Transport equipment operators, utility maintenance and related maintenance workers","2,120","1,975",145
74200 Railway yard and track maintenance workers,370,360,10
74201 Water transport deck and engine room crew,30,20,10
74202 Air transport ramp attendants,185,150,40
74203 Automotive and heavy truck and equipment parts installers and servicers,870,840,30
74204 Utility maintenance workers,365,325,40
74205 Public works maintenance equipment operators and related workers,295,280,15
"75 Helpers and labourers and other transport drivers, operators and labourers","20,530","18,410","2,120"
751 Helpers and labourers,"14,320","13,125","1,190"
7510 Longshore workers and material handlers,"5,350","4,870",480
75100 Longshore workers,30,30,0
75101 Material handlers,"5,325","4,840",480
7511 Trades helpers and labourers,"8,970","8,255",715
75110 Construction trades helpers and labourers,"8,475","7,820",655
75119 Other trades helpers and labourers,495,435,60
"752 Transport drivers, operators and labourers","6,210","5,280",930
"7520 Taxi, personal service and delivery service drivers","4,385","3,650",735
75200 Taxi and limousine drivers and chauffeurs,"1,420","1,210",215
75201 Delivery service drivers and door-to-door distributors,"2,965","2,440",520
7521 Water and rail transport operators and labourers and related occupations,"1,820","1,630",190
75210 Boat and cable ferry operators and related occupations,15,15,0
75211 Railway and motor transport labourers,205,170,30
75212 Public works and maintenance labourers,"1,600","1,445",160
"8 Natural resources, agriculture and related production occupations","60,220","46,425","13,795"
80 Middle management occupations in production and agriculture,"32,790","24,680","8,110"
800 Middle management occupations in production and agriculture,"32,790","24,680","8,110"
8001 Managers in natural resources production and fishing,675,615,60
80010 Managers in natural resources production and fishing,675,615,60
"8002 Managers in agriculture, horticulture and aquaculture","32,120","24,070","8,050"
80020 Managers in agriculture,"31,945","23,980","7,965"
80021 Managers in horticulture,165,75,85
80022 Managers in aquaculture,10,10,0
"82 Supervisors in natural resources, agriculture and related production","3,200","2,960",245
"820 Supervisors in natural resources, agriculture and related production","3,200","2,960",245
"8201 Supervisors, logging and forestry",300,280,20
"82010 Supervisors, logging and forestry",300,280,20
"8202 Contractors and supervisors, mining, oil and gas","1,960","1,890",70
"82020 Supervisors, mining and quarrying",635,605,30
"82021 Contractors and supervisors, oil and gas drilling and services","1,325","1,285",40
"8203 Contractors and supervisors, agriculture, horticulture and related operations and services",945,790,160
82030 Agricultural service contractors and farm supervisors,320,275,40
"82031 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",625,510,115
83 Occupations in natural resources and related production,"2,765","2,685",85
831 Occupations in natural resources and fisheries,"2,765","2,685",85
"8310 Underground miners, oil and gas drillers and related occupations","2,495","2,415",80
83100 Underground production and development miners,"1,585","1,540",45
"83101 Oil and gas well drillers, servicers, testers and related workers",905,875,35
8311 Logging machinery operators,225,225,0
83110 Logging machinery operators,225,225,0
8312 Fishing vessel masters and fishermen/women,50,45,0
83120 Fishing masters and officers,0,0,0
83121 Fishermen/women,50,45,0
"84 Workers in natural resources, agriculture and related production","9,890","7,930","1,960"
841 Workers in natural resources and fisheries,"9,890","7,930","1,960"
8410 Mine service workers and operators in oil and gas drilling,905,880,20
84100 Underground mine service and support workers,260,250,10
84101 Oil and gas well drilling and related workers and services operators,640,630,0
8411 Logging and forestry workers,385,360,20
84110 Chain saw and skidder operators,165,165,0
84111 Silviculture and forestry workers,220,200,15
8412 Workers in agriculture and fishing occupations,"8,605","6,685","1,915"
84120 Specialized livestock workers and farm machinery operators,"8,555","6,635","1,915"
84121 Fishing vessel deckhands,50,50,0
"85 Harvesting, landscaping and natural resources labourers","11,565","8,175","3,395"
"851 Harvesting, landscaping and natural resources labourers","11,565","8,175","3,395"
"8510 Agriculture, horticulture and harvesting labourers and related occupations","4,475","2,390","2,090"
85100 Livestock labourers,"3,315","1,910","1,405"
85101 Harvesting labourers,390,230,165
85102 Aquaculture and marine harvest labourers,15,10,0
85103 Nursery and greenhouse labourers,735,225,515
85104 Trappers and hunters,20,20,0
"8511 Mine and oil and gas drilling, services and related labourers","1,485","1,380",105
85110 Mine labourers,305,260,50
"85111 Oil and gas drilling, servicing and related labourers","1,180","1,125",60
"8512 Logging, forestry, landscaping and other related labourers","5,600","4,400","1,195"
85120 Logging and forestry labourers,150,115,35
85121 Landscaping and grounds maintenance labourers,"5,450","4,290","1,165"
9 Occupations in manufacturing and utilities,"20,580","16,955","3,630"
90 Middle management occupations in manufacturing and utilities,"1,870","1,525",340
900 Middle management occupations in manufacturing and utilities,"1,870","1,525",340
9001 Managers in manufacturing and utilities,"1,870","1,525",340
90010 Manufacturing managers,"1,420","1,175",240
90011 Utilities managers,450,350,100
"92 Processing, manufacturing and utilities supervisors and utilities operators and controllers","4,915","4,455",460
"920 Supervisors, processing, manufacturing, assembly and fabrication occupations","1,400","1,235",165
"9201 Supervisors, processing and manufacturing occupations","1,145","1,000",145
"92010 Supervisors, mineral and metal processing",145,135,10
"92011 Supervisors, petroleum, gas and chemical processing and utilities",525,480,50
"92012 Supervisors, food and beverage processing",325,245,90
"92013 Supervisors, plastic and rubber products manufacturing",25,25,0
"92014 Supervisors, forest products processing",115,115,0
"92015 Supervisors, textile, fabric, fur and leather products processing and manufacturing",0,0,0
"9202 Supervisors, assembly and fabrication",255,235,25
"92020 Supervisors, motor vehicle assembling",25,20,0
"92021 Supervisors, electronics and electrical products manufacturing",45,45,0
"92022 Supervisors, furniture and fixtures manufacturing",0,0,0
"92023 Supervisors, other mechanical and metal products manufacturing",120,105,20
"92024 Supervisors, other products manufacturing and assembly",60,60,0
921 Utilities equipment operators and controllers,"3,510","3,220",295
9210 Utilities equipment operators and controllers,"3,510","3,220",295
92100 Power engineers and power systems operators,"2,660","2,480",180
92101 Water and waste treatment plant operators,855,740,110
93 Central control and process operators and aircraft assembly assemblers and inspectors,"1,935","1,855",85
931 Central control and process operators in processing and manufacturing,"1,930","1,850",85
9310 Central control and process operators in processing and manufacturing,"1,930","1,850",85
"93100 Central control and process operators, mineral and metal processing",210,180,25
"93101 Central control and process operators, petroleum, gas and chemical processing","1,725","1,665",55
"93102 Pulping, papermaking and coating control operators",0,0,0
932 Aircraft assemblers and aircraft assembly inspectors,10,10,0
9320 Aircraft assemblers and aircraft assembly inspectors,10,10,0
93200 Aircraft assemblers and aircraft assembly inspectors,10,10,0
"94 Machine operators, assemblers and inspectors in processing, manufacturing and printing","6,535","5,325","1,205"
941 Processing and manufacturing machine operators and related production workers,"4,020","3,175",845
9410 Machine operators and related workers in mineral and metal products processing and manufacturing,850,815,35
"94100 Machine operators, mineral and metal processing",215,190,20
94101 Foundry workers,0,10,0
94102 Glass forming and finishing machine operators and glass cutters,45,45,0
"94103 Concrete, clay and stone forming operators",75,75,0
"94104 Inspectors and testers, mineral and metal processing",60,60,0
94105 Metalworking and forging machine operators,325,320,0
94106 Machining tool operators,90,85,0
94107 Machine operators of other metal products,40,40,0
"9411 Machine operators and related workers in chemical, plastic and rubber processing",300,275,25
94110 Chemical plant machine operators,150,125,25
94111 Plastics processing machine operators,90,85,0
94112 Rubber processing machine operators and related workers,65,65,0
9412 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,325,255,65
94120 Sawmill machine operators,140,120,25
"94121 Pulp mill, papermaking and finishing machine operators",55,35,20
94122 Paper converting machine operators,10,0,0
94123 Lumber graders and other wood processing inspectors and graders,20,10,10
94124 Woodworking machine operators,60,50,15
94129 Other wood processing machine operators,40,40,0
"9413 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",270,70,200
"94130 Textile fibre and yarn, hide and pelt processing machine operators and workers",40,30,15
"94131 Weavers, knitters and other fabric making occupations",25,0,25
94132 Industrial sewing machine operators,205,40,160
"94133 Inspectors and graders, textile, fabric, fur and leather products manufacturing",0,0,0
"9414 Machine operators and related workers in food, beverage and associated products processing","1,995","1,620",375
"94140 Process control and machine operators, food and beverage processing","1,325","1,165",160
"94141 Industrial butchers and meat cutters, poultry preparers and related workers",495,390,110
94142 Fish and seafood plant workers,40,25,15
"94143 Testers and graders, food and beverage processing",135,45,95
9415 Printing equipment operators and related occupations,275,140,140
94150 Plateless printing equipment operators,110,55,55
"94151 Camera, platemaking and other prepress occupations",35,25,10
94152 Binding and finishing machine operators,90,40,50
94153 Photographic and film processors,40,20,20
942 Assemblers and inspectors in manufacturing,"2,515","2,150",360
"9420 Mechanical, electrical and electronics assemblers and inspectors","1,285","1,140",140
"94200 Motor vehicle assemblers, inspectors and testers",195,185,10
"94201 Electronics assemblers, fabricators, inspectors and testers",140,95,45
"94202 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",75,65,10
"94203 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",85,85,0
94204 Mechanical assemblers and inspectors,775,695,70
"94205 Machine operators and inspectors, electrical apparatus manufacturing",10,10,0
"9421 Furniture, wood, plastic and other products assemblers, finishers and inspectors","1,230","1,010",220
"94210 Furniture and fixture assemblers, finishers, refinishers and inspectors",210,165,50
94211 Assemblers and inspectors of other wood products,160,150,10
"94212 Plastic products assemblers, finishers and inspectors",60,25,35
"94213 Industrial painters, coaters and metal finishing process operators",530,475,50
"94219 Other products assemblers, finishers and inspectors",265,190,70
"95 Labourers in processing, manufacturing and utilities","5,330","3,790","1,540"
"951 Labourers in processing, manufacturing and utilities","5,330","3,790","1,540"
"9510 Labourers in processing, manufacturing and utilities","5,330","3,790","1,540"
95100 Labourers in mineral and metal processing,340,310,30
95101 Labourers in metal fabrication,365,340,35
95102 Labourers in chemical products processing and utilities,280,225,60
"95103 Labourers in wood, pulp and paper processing",315,270,45
95104 Labourers in rubber and plastic products manufacturing,115,90,25
95105 Labourers in textile processing and cutting,55,25,25
95106 Labourers in food and beverage processing,"1,775","1,005",770
95107 Labourers in fish and seafood processing,50,50,0
"95109 Other labourers in processing, manufacturing and utilities","2,035","1,485",555
