Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A) 9,Total - Gender,Men+ 10,Women+ 11
"644 Occupations in customer, information and protective services","44,580","20,050","24,530"
6440 Customer and information services representatives,"30,055","9,355","20,700"
64400 Customer services representatives - financial institutions,"5,670",995,"4,675"
64401 Postal services representatives,910,335,575
64409 Other customer and information services representatives,"23,470","8,020","15,450"
6441 Security guards and related security service occupations,"14,530","10,695","3,835"
64410 Security guards and related security service occupations,"14,530","10,695","3,835"
65 Sales and service support occupations,"230,805","82,240","148,565"
651 Sales support occupations,"78,525","29,085","49,445"
6510 Cashiers and other sales support occupations,"78,525","29,085","49,445"
65100 Cashiers,"44,740","10,720","34,025"
65101 Service station attendants,"1,045",750,295
"65102 Store shelf stockers, clerks and order fillers","28,480","16,455","12,020"
65109 Other sales related occupations,"4,265","1,160","3,105"
"652 Support occupations in food, accommodation and tourism","86,425","28,635","57,790"
6520 Food support occupations,"75,450","24,360","51,095"
65200 Food and beverage servers,"19,445","3,695","15,745"
"65201 Food counter attendants, kitchen helpers and related support occupations","54,925","19,795","35,130"
65202 Meat cutters and fishmongers - retail and wholesale,"1,085",865,220
"6521 Support occupations in accommodation, travel, tourism and amusement services","6,230","3,575","2,650"
"65210 Support occupations in accommodation, travel and facilities set-up services",345,280,65
"65211 Operators and attendants in amusement, recreation and sport","5,880","3,290","2,590"
6522 Support occupations in personal services,"4,745",705,"4,040"
65220 Pet groomers and animal care workers,"4,315",635,"3,685"
65229 Other support occupations in personal services,430,70,360
653 Support occupations in cleaning and related services,"65,850","24,525","41,330"
6531 Cleaners,"60,775","22,470","38,300"
65310 Light duty cleaners,"35,960","8,480","27,480"
65311 Specialized cleaners,"7,805","6,130","1,675"
"65312 Janitors, caretakers and heavy-duty cleaners","17,010","7,865","9,145"
6532 Service support and related occupations,"5,075","2,050","3,030"
"65320 Dry cleaning, laundry and related occupations","2,120",465,"1,655"
65329 Other service support occupations,"2,965","1,585","1,375"
"7 Trades, transport and equipment operators and related occupations","477,810","430,740","47,060"
70 Middle management occupations in trades and transportation,"39,750","32,605","7,140"
700 Middle management occupations in trades and transportation,"39,750","32,605","7,140"
7001 Managers in construction and facility operation and maintenance,"33,700","28,045","5,655"
70010 Construction managers,"15,120","13,265","1,850"
70011 Home building and renovation managers,"7,085","6,335",750
70012 Facility operation and maintenance managers,"11,500","8,445","3,055"
7002 Managers in transportation and postal and courier services,"6,045","4,565","1,490"
70020 Managers in transportation,"5,575","4,315","1,260"
70021 Postal and courier services managers,470,245,220
72 Technical trades and transportation officers and controllers,"190,830","182,640","8,190"
720 Technical trades contractors and supervisors,"32,305","29,545","2,765"
"7201 Contractors and supervisors, technical industrial, electrical and construction trades and related workers","18,115","17,015","1,100"
"72010 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","2,170","2,100",75
"72011 Contractors and supervisors, electrical trades and telecommunications occupations","3,525","3,365",160
"72012 Contractors and supervisors, pipefitting trades","1,675","1,610",65
"72013 Contractors and supervisors, carpentry trades","2,095","2,050",45
"72014 Contractors and supervisors, other construction trades, installers, repairers and servicers","8,650","7,890",760
"7202 Contractors and supervisors, technical maintenance trades and heavy equipment and transport operators","14,195","12,530","1,665"
"72020 Contractors and supervisors, mechanic trades","3,730","3,570",155
"72021 Contractors and supervisors, heavy equipment operator crews","7,560","7,270",290
"72022 Supervisors, printing and related occupations",195,130,65
"72023 Supervisors, railway transport operations",210,175,35
"72024 Supervisors, motor transport and other ground transit operators","1,660","1,085",575
"72025 Supervisors, mail and message distribution occupations",835,300,535
721 Technical industrial trades,"28,275","27,430",845
"7210 Machining, metal forming, shaping and erecting trades","28,275","27,430",845
72100 Machinists and machining and tooling inspectors,"4,100","4,010",90
72101 Tool and die makers,260,240,15
72102 Sheet metal workers,"2,595","2,510",90
72103 Boilermakers,985,970,20
72104 Structural metal and platework fabricators and fitters,705,705,0
72105 Ironworkers,"2,080","2,020",65
72106 Welders and related machine operators,"17,545","16,975",570
722 Technical electrical trades,"27,245","26,310",930
7220 Technical electrical trades and electrical power line and telecommunications workers,"27,245","26,310",930
72200 Electricians (except industrial and power system),"16,425","15,825",595
72201 Industrial electricians,"4,775","4,685",95
72202 Power system electricians,890,880,10
72203 Electrical power line and cable workers,"1,875","1,830",45
72204 Telecommunications line and cable installers and repairers,"1,120","1,085",35
72205 Telecommunications equipment installation and cable television service technicians,"2,160","2,005",150
723 Technical construction trades,"41,015","39,435","1,585"
"7230 Plumbers, pipefitters and gas fitters","16,410","15,965",445
72300 Plumbers,"8,795","8,560",235
"72301 Steamfitters, pipefitters and sprinkler system installers","6,655","6,475",185
72302 Gas fitters,965,940,25
7231 Carpenters and cabinetmakers,"20,335","19,505",830
72310 Carpenters,"18,585","17,935",650
72311 Cabinetmakers,"1,745","1,570",180
7232 Bricklayers and insulators,"4,270","3,960",310
72320 Bricklayers,"1,295","1,275",25
72321 Insulators,"2,970","2,685",290
724 Technical maintenance trades,"54,290","52,985","1,310"
7240 Machinery and transportation equipment mechanics (except motor vehicles),"28,345","27,830",515
72400 Construction millwrights and industrial mechanics,"8,375","8,260",115
72401 Heavy-duty equipment mechanics,"13,285","13,055",230
"72402 Heating, refrigeration and air conditioning mechanics","3,500","3,430",75
72403 Railway carmen/women,365,355,10
72404 Aircraft mechanics and aircraft inspectors,"2,070","1,995",75
72405 Machine fitters,130,120,0
72406 Elevator constructors and mechanics,620,620,0
7241 Automotive service technicians,"23,690","23,020",670
"72410 Automotive service technicians, truck and bus mechanics and mechanical repairers","19,320","18,855",470
"72411 Auto body collision, refinishing and glass technicians and damage repair estimators","4,370","4,170",200
7242 Small engine and equipment mechanics and related repairers (including electrical components),"2,260","2,130",130
72420 Oil and solid fuel heating mechanics,115,115,0
72421 Appliance servicers and repairers,640,595,40
72422 Electrical mechanics,420,390,30
"72423 Motorcycle, all-terrain vehicle and other related mechanics",830,785,50
72429 Other small engine and small equipment repairers,260,250,10
725 Technical equipment operation trades,"2,365","2,280",85
7250 Crane operators and water well drillers,"2,365","2,280",85
72500 Crane operators,"2,235","2,160",70
72501 Water well drillers,130,120,10
726 Transportation officers and controllers,"4,030","3,500",525
7260 Transportation officers and controllers,"4,030","3,500",525
"72600 Air pilots, flight engineers and flying instructors","2,790","2,580",205
72601 Air traffic controllers and related occupations,640,460,180
"72602 Deck officers, water transport",85,85,0
"72603 Engineer officers, water transport",25,25,0
72604 Railway traffic controllers and marine traffic regulators,490,355,135
729 Other technical trades,"1,300","1,155",150
7299 Other technical trades,"1,300","1,155",150
72999 Other technical trades and related occupations,"1,300","1,155",150
73 General trades,"133,985","120,450","13,525"
731 General construction trades,"19,520","17,555","1,970"
"7310 Concrete finishers, tilesetters and plasterers","7,125","6,735",390
73100 Concrete finishers,"1,435","1,415",25
73101 Tilesetters,"1,225","1,135",90
"73102 Plasterers, drywall installers and finishers and lathers","4,470","4,190",275
"7311 Roofers, glaziers, painters, decorators and floor covering installers","12,395","10,820","1,575"
73110 Roofers and shinglers,"3,110","3,025",90
73111 Glaziers,"1,345","1,305",40
73112 Painters and decorators (except interior decorators),"6,150","4,775","1,375"
73113 Floor covering installers,"1,795","1,715",80
"732 Building maintenance installers, servicers and repairers","23,010","21,310","1,700"
"7320 Building maintenance installers, servicers and repairers","23,010","21,310","1,700"
73200 Residential and commercial installers and servicers,"7,470","7,050",420
73201 General building maintenance workers and building superintendents,"13,160","12,050","1,115"
73202 Pest controllers and fumigators,370,315,55
73209 Other repairers and servicers,"2,010","1,895",115
733 Transportation occupations,"69,840","61,985","7,855"
7330 Transport truck and transit drivers,"67,730","60,015","7,715"
73300 Transport truck drivers,"54,550","52,045","2,505"
"73301 Bus drivers, subway operators and other transit operators","13,180","7,970","5,215"
7331 Train crew operating occupations,"2,110","1,970",135
73310 Railway and yard locomotive engineers,985,915,75
73311 Railway conductors and brakemen/women,"1,120","1,065",65
"734 Operators, drillers and blasters","21,605","19,605","2,005"
"7340 Operators, drillers and blasters","21,605","19,605","2,005"
73400 Heavy equipment operators,"20,205","18,345","1,860"
73401 Printing press operators,805,660,140
"73402 Drillers and blasters - surface mining, quarrying and construction",600,600,0
"74 Mail and message distribution, other transport equipment operators and related maintenance workers","20,935","15,890","5,045"
741 Mail and message distribution occupations,"11,345","7,060","4,280"
7410 Mail and message distribution occupations,"11,345","7,060","4,280"
74100 Mail and parcel sorters and related occupations,"2,605","1,230","1,375"
74101 Letter carriers,"4,000","1,965","2,035"
74102 Couriers and messengers,"4,740","3,870",870
"742 Transport equipment operators, utility maintenance and related workers","9,590","8,825",765
"7420 Transport equipment operators, utility maintenance and related maintenance workers","9,590","8,825",765
74200 Railway yard and track maintenance workers,850,820,30
74201 Water transport deck and engine room crew,115,95,25
74202 Air transport ramp attendants,"1,535","1,365",165
74203 Automotive and heavy truck and equipment parts installers and servicers,"3,550","3,320",235
74204 Utility maintenance workers,"1,625","1,450",175
74205 Public works maintenance equipment operators and related workers,"1,910","1,775",135
"75 Helpers and labourers and other transport drivers, operators and labourers","92,315","79,160","13,160"
751 Helpers and labourers,"65,665","56,600","9,065"
7510 Longshore workers and material handlers,"28,760","23,230","5,535"
75100 Longshore workers,15,15,0
75101 Material handlers,"28,745","23,210","5,535"
7511 Trades helpers and labourers,"36,900","33,370","3,535"
75110 Construction trades helpers and labourers,"34,520","31,210","3,315"
75119 Other trades helpers and labourers,"2,375","2,160",215
"752 Transport drivers, operators and labourers","26,650","22,560","4,090"
"7520 Taxi, personal service and delivery service drivers","21,885","18,565","3,315"
75200 Taxi and limousine drivers and chauffeurs,"7,555","6,960",595
75201 Delivery service drivers and door-to-door distributors,"14,330","11,605","2,720"
7521 Water and rail transport operators and labourers and related occupations,"4,765","3,990",775
75210 Boat and cable ferry operators and related occupations,55,35,20
75211 Railway and motor transport labourers,850,750,100
75212 Public works and maintenance labourers,"3,865","3,210",655
"8 Natural resources, agriculture and related production occupations","111,490","86,110","25,375"
80 Middle management occupations in production and agriculture,"40,545","29,435","11,105"
800 Middle management occupations in production and agriculture,"40,545","29,435","11,105"
8001 Managers in natural resources production and fishing,"3,880","3,485",400
80010 Managers in natural resources production and fishing,"3,880","3,485",400
"8002 Managers in agriculture, horticulture and aquaculture","36,660","25,950","10,710"
80020 Managers in agriculture,"36,195","25,700","10,495"
80021 Managers in horticulture,445,235,215
80022 Managers in aquaculture,20,20,0
"82 Supervisors in natural resources, agriculture and related production","14,715","13,455","1,260"
"820 Supervisors in natural resources, agriculture and related production","14,715","13,455","1,260"
"8201 Supervisors, logging and forestry","1,480","1,405",75
"82010 Supervisors, logging and forestry","1,480","1,405",75
"8202 Contractors and supervisors, mining, oil and gas","9,670","9,135",535
"82020 Supervisors, mining and quarrying",905,835,75
"82021 Contractors and supervisors, oil and gas drilling and services","8,765","8,300",465
"8203 Contractors and supervisors, agriculture, horticulture and related operations and services","3,565","2,915",650
82030 Agricultural service contractors and farm supervisors,425,365,60
"82031 Contractors and supervisors, landscaping, grounds maintenance and horticulture services","3,140","2,545",590
83 Occupations in natural resources and related production,"5,460","5,085",375
831 Occupations in natural resources and fisheries,"5,460","5,085",375
"8310 Underground miners, oil and gas drillers and related occupations","4,685","4,345",335
83100 Underground production and development miners,455,405,50
"83101 Oil and gas well drillers, servicers, testers and related workers","4,225","3,940",280
8311 Logging machinery operators,745,710,30
83110 Logging machinery operators,745,710,30
8312 Fishing vessel masters and fishermen/women,30,30,0
83120 Fishing masters and officers,0,0,0
83121 Fishermen/women,25,20,0
"84 Workers in natural resources, agriculture and related production","14,370","11,480","2,890"
841 Workers in natural resources and fisheries,"14,370","11,480","2,890"
8410 Mine service workers and operators in oil and gas drilling,"4,475","4,315",160
84100 Underground mine service and support workers,160,160,0
84101 Oil and gas well drilling and related workers and services operators,"4,320","4,160",160
8411 Logging and forestry workers,"1,280","1,080",200
84110 Chain saw and skidder operators,510,465,45
84111 Silviculture and forestry workers,770,615,155
8412 Workers in agriculture and fishing occupations,"8,615","6,080","2,535"
84120 Specialized livestock workers and farm machinery operators,"8,530","6,005","2,525"
84121 Fishing vessel deckhands,85,75,10
"85 Harvesting, landscaping and natural resources labourers","36,405","26,660","9,745"
"851 Harvesting, landscaping and natural resources labourers","36,405","26,660","9,745"
"8510 Agriculture, horticulture and harvesting labourers and related occupations","9,745","5,070","4,675"
85100 Livestock labourers,"6,100","3,490","2,615"
85101 Harvesting labourers,"1,125",585,540
85102 Aquaculture and marine harvest labourers,10,0,0
85103 Nursery and greenhouse labourers,"2,465",955,"1,510"
85104 Trappers and hunters,40,40,0
"8511 Mine and oil and gas drilling, services and related labourers","5,630","5,200",425
85110 Mine labourers,185,140,50
"85111 Oil and gas drilling, servicing and related labourers","5,440","5,065",380
"8512 Logging, forestry, landscaping and other related labourers","21,035","16,385","4,650"
85120 Logging and forestry labourers,430,285,145
85121 Landscaping and grounds maintenance labourers,"20,600","16,100","4,500"
9 Occupations in manufacturing and utilities,"90,130","70,930","19,200"
90 Middle management occupations in manufacturing and utilities,"9,285","7,625","1,655"
900 Middle management occupations in manufacturing and utilities,"9,285","7,625","1,655"
9001 Managers in manufacturing and utilities,"9,285","7,625","1,655"
90010 Manufacturing managers,"6,715","5,515","1,200"
90011 Utilities managers,"2,565","2,105",465
"92 Processing, manufacturing and utilities supervisors and utilities operators and controllers","18,040","16,205","1,835"
"920 Supervisors, processing, manufacturing, assembly and fabrication occupations","5,960","5,065",900
"9201 Supervisors, processing and manufacturing occupations","5,335","4,540",795
"92010 Supervisors, mineral and metal processing",415,395,15
"92011 Supervisors, petroleum, gas and chemical processing and utilities","2,825","2,530",295
"92012 Supervisors, food and beverage processing","1,300",915,380
"92013 Supervisors, plastic and rubber products manufacturing",235,205,30
"92014 Supervisors, forest products processing",505,460,45
"92015 Supervisors, textile, fabric, fur and leather products processing and manufacturing",60,25,35
"9202 Supervisors, assembly and fabrication",630,525,105
"92020 Supervisors, motor vehicle assembling",70,55,15
"92021 Supervisors, electronics and electrical products manufacturing",145,120,30
"92022 Supervisors, furniture and fixtures manufacturing",50,40,15
"92023 Supervisors, other mechanical and metal products manufacturing",195,175,15
"92024 Supervisors, other products manufacturing and assembly",175,135,35
921 Utilities equipment operators and controllers,"12,075","11,135",935
9210 Utilities equipment operators and controllers,"12,075","11,135",935
92100 Power engineers and power systems operators,"9,845","9,215",630
92101 Water and waste treatment plant operators,"2,225","1,920",305
93 Central control and process operators and aircraft assembly assemblers and inspectors,"10,655","9,885",765
931 Central control and process operators in processing and manufacturing,"10,620","9,855",760
9310 Central control and process operators in processing and manufacturing,"10,620","9,855",760
"93100 Central control and process operators, mineral and metal processing",230,215,15
"93101 Central control and process operators, petroleum, gas and chemical processing","10,315","9,575",745
"93102 Pulping, papermaking and coating control operators",70,65,0
932 Aircraft assemblers and aircraft assembly inspectors,35,30,0
9320 Aircraft assemblers and aircraft assembly inspectors,35,30,0
93200 Aircraft assemblers and aircraft assembly inspectors,35,30,0
"94 Machine operators, assemblers and inspectors in processing, manufacturing and printing","28,685","21,765","6,915"
941 Processing and manufacturing machine operators and related production workers,"19,345","14,225","5,120"
9410 Machine operators and related workers in mineral and metal products processing and manufacturing,"3,025","2,810",220
"94100 Machine operators, mineral and metal processing",410,360,45
94101 Foundry workers,25,20,0
94102 Glass forming and finishing machine operators and glass cutters,210,185,25
"94103 Concrete, clay and stone forming operators",335,315,20
"94104 Inspectors and testers, mineral and metal processing",265,235,30
94105 Metalworking and forging machine operators,980,935,45
94106 Machining tool operators,580,555,25
94107 Machine operators of other metal products,220,210,15
"9411 Machine operators and related workers in chemical, plastic and rubber processing","2,045","1,815",230
94110 Chemical plant machine operators,985,910,75
94111 Plastics processing machine operators,740,620,125
94112 Rubber processing machine operators and related workers,315,285,25
9412 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,"2,050","1,790",255
94120 Sawmill machine operators,820,715,105
"94121 Pulp mill, papermaking and finishing machine operators",430,395,35
94122 Paper converting machine operators,70,55,15
94123 Lumber graders and other wood processing inspectors and graders,210,155,55
94124 Woodworking machine operators,305,265,35
94129 Other wood processing machine operators,215,205,15
"9413 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing","1,155",205,950
"94130 Textile fibre and yarn, hide and pelt processing machine operators and workers",160,100,55
"94131 Weavers, knitters and other fabric making occupations",260,55,205
94132 Industrial sewing machine operators,715,35,675
"94133 Inspectors and graders, textile, fabric, fur and leather products manufacturing",25,15,20
"9414 Machine operators and related workers in food, beverage and associated products processing","9,860","6,920","2,940"
"94140 Process control and machine operators, food and beverage processing","4,385","3,435",950
"94141 Industrial butchers and meat cutters, poultry preparers and related workers","4,515","3,130","1,385"
94142 Fish and seafood plant workers,35,25,10
"94143 Testers and graders, food and beverage processing",925,330,595
9415 Printing equipment operators and related occupations,"1,210",685,525
94150 Plateless printing equipment operators,550,360,190
"94151 Camera, platemaking and other prepress occupations",150,105,40
94152 Binding and finishing machine operators,385,165,220
94153 Photographic and film processors,130,55,75
942 Assemblers and inspectors in manufacturing,"9,345","7,545","1,795"
"9420 Mechanical, electrical and electronics assemblers and inspectors","3,400","2,630",770
"94200 Motor vehicle assemblers, inspectors and testers",815,655,160
"94201 Electronics assemblers, fabricators, inspectors and testers",815,430,380
"94202 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",815,730,90
"94203 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",195,170,25
94204 Mechanical assemblers and inspectors,650,585,70
"94205 Machine operators and inspectors, electrical apparatus manufacturing",110,65,45
"9421 Furniture, wood, plastic and other products assemblers, finishers and inspectors","5,945","4,915","1,035"
"94210 Furniture and fixture assemblers, finishers, refinishers and inspectors","1,355","1,085",270
94211 Assemblers and inspectors of other wood products,675,625,50
"94212 Plastic products assemblers, finishers and inspectors",225,145,80
"94213 Industrial painters, coaters and metal finishing process operators","1,830","1,670",160
"94219 Other products assemblers, finishers and inspectors","1,855","1,385",470
"95 Labourers in processing, manufacturing and utilities","23,470","15,455","8,020"
"951 Labourers in processing, manufacturing and utilities","23,470","15,455","8,020"
"9510 Labourers in processing, manufacturing and utilities","23,470","15,455","8,020"
95100 Labourers in mineral and metal processing,895,845,55
95101 Labourers in metal fabrication,"1,820","1,640",180
95102 Labourers in chemical products processing and utilities,"1,260",925,330
"95103 Labourers in wood, pulp and paper processing","1,520","1,315",200
95104 Labourers in rubber and plastic products manufacturing,545,420,125
95105 Labourers in textile processing and cutting,280,125,155
95106 Labourers in food and beverage processing,"9,290","4,510","4,780"
95107 Labourers in fish and seafood processing,40,20,10
"95109 Other labourers in processing, manufacturing and utilities","7,835","5,655","2,180"
